"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Ruth's Chris Steak House","4.5","1681","3633 Veterans Blvd","Metairie","Louisiana","US","https://www.ruthschris.com/locations/la/metairie/metairie/7301?cmpid=br:rc_ag:ie_ch:loc_ca:RCGMB_sn:gmb_gt:metairie-la-7301_pl:locurl_rd:1001","(504) 888-3600","Steak house","American restaurant","Caterer","Fine dining restaurant","Restaurant","Seafood restaurant",,,,,"https://www.google.com/maps/search/?api=1&query=Ruth's%20Chris%20Steak%20House&query_place_id=ChIJSdtcXzmwIIYRivVM76cGKKQ","Steak house"
"The Cheesecake Factory","4","3381","3301 Veterans Memorial Blvd Ste 15","Metairie","Louisiana","US","https://locations.thecheesecakefactory.com/la/metairie-177.html?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places","(504) 837-1818","Restaurant","American restaurant","Bakery","Dessert restaurant","Dessert shop","Family restaurant","Takeout Restaurant",,,,"https://www.google.com/maps/search/?api=1&query=The%20Cheesecake%20Factory&query_place_id=ChIJ1RalYiSwIIYRehNATwRmT2E","Restaurant"
"Shogun","4.4","1697","2325 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.shogunjapanese18.com/","(504) 833-7477","Japanese restaurant","Steak house","Sushi restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Shogun&query_place_id=ChIJ7XsBy9ivIIYRUMI_QFC5tyM","Japanese restaurant"
"Spitale's Deli & Catering","4.6","211","3309 Division Street","Metairie","Louisiana","US","http://www.spitalesdeli.com/","(504) 837-9912","Catering","Deli","Restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Spitale's%20Deli%20%26%20Catering&query_place_id=ChIJ5S_VzBewIIYRALeicwHNHwQ","Catering"
"Reginelli's Pizzeria","4.1","12","3301 Veterans Blvd Suite 78H","Metairie","Louisiana","US","http://www.reginellis.com/","(504) 313-3240","Pizza restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Reginelli's%20Pizzeria&query_place_id=ChIJN4lo9jGxIIYRsfzPliPlUzY","Pizza restaurant"
"P.F. Chang's","4.3","2772","3301 Veterans Memorial Blvd Unit #63","Metairie","Louisiana","US","https://locations.pfchangs.com/la/metairie/3301-veterans-memorial-blvd-unit-63.html?utm_source=google_gbp&utm_medium=organic","(504) 828-5288","Chinese restaurant","Asian restaurant","Delivery Chinese restaurant","Dim sum restaurant","Takeout Restaurant","Sushi restaurant",,,,,"https://www.google.com/maps/search/?api=1&query=P.F.%20Chang's&query_place_id=ChIJy7_h1CCwIIYRxFB7RWRkQeI","Chinese restaurant"
"Gangnam Korean BBQ Restaurant","4.1","443","3012 N Arnoult Rd","Metairie","Louisiana","US","http://gangnamkoreanbbqla.com/","(504) 309-7007","Korean restaurant","Korean barbecue restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gangnam%20Korean%20BBQ%20Restaurant&query_place_id=ChIJJXwkk42xIIYRLHfUh1jh93Y","Korean restaurant"
"Lakeside Shopping Center","4.4","9732","3301 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.lakesideshopping.com/","(504) 835-8000","Restaurant","Boutique","Clothing store","Fast food restaurant","Fine dining restaurant","Food court","Gift shop","Jewelry store","Shopping mall","Shoe store","https://www.google.com/maps/search/?api=1&query=Lakeside%20Shopping%20Center&query_place_id=ChIJD_uDWSWwIIYRnhx12HBsVZQ","Restaurant"
"Mochinut NOLA (Metairie)","4.4","210","3030 Severn Ave suite 2 3","Metairie","Louisiana","US","https://instagram.com/mochinut_nola?igshid=YmMyMTA2M2Y=","(504) 252-9802","Donut shop","Bakery","Cafe","Sweets and dessert buffet","Dessert restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Mochinut%20NOLA%20(Metairie)&query_place_id=ChIJRcSOx8SxIIYRubCG-kEraPs","Donut shop"
"Raising Cane's Chicken Fingers","4.5","1557","4036 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.raisingcanes.com/","(504) 297-1632","Fast food restaurant","American restaurant","Chicken restaurant","Southern restaurant (US)",,,,,,,"https://www.google.com/maps/search/?api=1&query=Raising%20Cane's%20Chicken%20Fingers&query_place_id=ChIJyb2zOkewIIYRbibezRmy_5Q","Fast food restaurant"
"Five Guys","4.4","1117","3100 Severn Ave","Metairie","Louisiana","US","https://restaurants.fiveguys.com/3100-severn-ave","(504) 434-4828","Fast food restaurant","American restaurant","Hamburger restaurant","Hot dog restaurant","Hot dog stand","Restaurant",,,,,"https://www.google.com/maps/search/?api=1&query=Five%20Guys&query_place_id=ChIJ6YijxzqwIIYRijT-Oh0vXcE","Fast food restaurant"
"Bud's Broiler","4.2","839","2929 N Causeway Blvd","Metairie","Louisiana","US","http://budsbroiler.com/","(504) 833-3770","Hamburger restaurant","American restaurant","Fast food restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bud's%20Broiler&query_place_id=ChIJlUK4FiSwIIYRMiVoWOiBaDI","Hamburger restaurant"
"The Honey Baked Ham Company","4.5","326","3211 N Causeway Blvd","Metairie","Louisiana","US","https://honeybaked.com/stores/501?utm_source=gmb&utm_medium=google&utm_campaign=honeybakedham_soci&utm_id=SOCi","(504) 833-2933","Restaurant","Box lunch supplier","Catering food and drink supplier","Caterer","Deli","Gift shop","Gourmet grocery store","Delivery Restaurant","Sandwich shop","Traditional American restaurant","https://www.google.com/maps/search/?api=1&query=The%20Honey%20Baked%20Ham%20Company&query_place_id=ChIJ5Vw59yWwIIYRVdFyk4YLtDE","Restaurant"
"Raising Cane's Chicken Fingers","4.4","240","3301 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.raisingcanes.com/","(504) 837-5620","Fast food restaurant","American restaurant","Chicken restaurant","Southern restaurant (US)",,,,,,,"https://www.google.com/maps/search/?api=1&query=Raising%20Cane's%20Chicken%20Fingers&query_place_id=ChIJ-1jGZCSwIIYRJzh_NpfjFAo","Fast food restaurant"
"Chick-fil-A","4.4","2861","3870 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.chick-fil-a.com/locations/la/veterans-memorial-blvd?utm_source=google&utm_medium=gmb","(504) 456-3199","Fast food restaurant","Breakfast restaurant","Caterer","Chicken restaurant","Delivery service","Family restaurant",,,,,"https://www.google.com/maps/search/?api=1&query=Chick-fil-A&query_place_id=ChIJtSrj1ECwIIYRY-WID44L8bE","Fast food restaurant"
"Sushi Express","4.4","91","3603 Division Street","Metairie","Louisiana","US","http://www.sushimetairie.com/","(504) 455-2448","Sushi restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sushi%20Express&query_place_id=ChIJj23s1q-xIIYR46ITI8SU_1E","Sushi restaurant"
"Tessie's Place","4.4","212","116 N Woodlawn Ave","Metairie","Louisiana","US","http://www.tessiesplacerestaurant.com/","(504) 835-8377","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tessie's%20Place&query_place_id=ChIJD9XcvnewIIYR511zzQcQfiU","Restaurant"
"Yami Hibachi and poboy","4.7","161","4401 Airline Dr a","Metairie","Louisiana","US","https://www.yamihibachipoboys.com/","(504) 739-3328","Japanese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Yami%20Hibachi%20and%20poboy&query_place_id=ChIJw4UyGACxIIYRmaR6n_bin7g","Japanese restaurant"
"Wings Up 2","5","8","3901 Airline Dr A","Metairie","Louisiana","US",,"(833) 495-8008","Chicken wings restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Wings%20Up%202&query_place_id=ChIJ51_-13SxIIYR2N5jLS9ruio","Chicken wings restaurant"
"Lee's Hamburgers","4.3","454","4011 Airline Hwy","Metairie","Louisiana","US","http://lees-hhers4metairie.keeq.io/","(504) 835-5337","Hamburger restaurant","Fast food restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lee's%20Hamburgers&query_place_id=ChIJE37_wnWwIIYR7m8sjEYeyGU","Hamburger restaurant"
"Big Deal Burger","4.1","61","Big Deal Burger, 3020 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.bigdealburgerco.com/locations/Louisiana/Metairie/la-7029-metairie-big-deal-burger?utm_source=google&utm_campaign=gmb&utm_medium=organic&utm_content=button-website","(504) 518-5952","Restaurant","Caterer","Lunch restaurant","Delivery Restaurant","Takeout Restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Big%20Deal%20Burger&query_place_id=ChIJvSdZzJqxIIYRzkyLHrS2vxA","Restaurant"
"Los Laínez Tienda Latina y Restaurante","4.2","45","2916 Cleary Ave STE 4","Metairie","Louisiana","US",,"(504) 333-3640","Restaurant","Mexican grocery store","Grocery store","Spanish restaurant","Tamale shop",,,,,,"https://www.google.com/maps/search/?api=1&query=Los%20La%C3%ADnez%20Tienda%20Latina%20y%20Restaurante&query_place_id=ChIJn7l8ekGwIIYRCb1prSGsgJY","Restaurant"
"Chick-fil-A","4.4","889","3301 Veterans Memorial Blvd Ste 78F","Metairie","Louisiana","US","https://www.chick-fil-a.com/locations/la/lakeside-shopping-center?utm_source=google&utm_medium=gmb","(504) 832-1787","Fast food restaurant","Breakfast restaurant","Caterer","Chicken restaurant","Delivery service","Family restaurant",,,,,"https://www.google.com/maps/search/?api=1&query=Chick-fil-A&query_place_id=ChIJ-1jGZCSwIIYRRVajkboVTKc","Fast food restaurant"
"Arby's","4","1339","3847 Veterans Memorial Blvd","Metairie","Louisiana","US","http://www.arbys.com/locations/us/la/metairie/3847-veterans-memorial-blvd/store-5274?utm_source=google-my-business&utm_medium=organic&utm_campaign=website-link&y_source=1_MjAyMzUyMjk5NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D","(504) 885-6863","Fast food restaurant","American restaurant","Deli","Grocery delivery service","Takeout Restaurant","Sandwich shop",,,,,"https://www.google.com/maps/search/?api=1&query=Arby's&query_place_id=ChIJ50drUEewIIYR68-1jpE_Vkg","Fast food restaurant"
"Smoothie King","4.2","181","3515 Veterans Memorial Blvd","Metairie","Louisiana","US","https://locations.smoothieking.com/ll/us/la/metairie/3515-veterans-memorial-blvd/?utm_source=google&utm_medium=organic&utm_content=SOCi","(504) 885-8444","Juice shop","Açaí shop","Breakfast restaurant","Fast food restaurant","Health food restaurant","Lunch restaurant","Delivery Restaurant","Vitamin & supplements store",,,"https://www.google.com/maps/search/?api=1&query=Smoothie%20King&query_place_id=ChIJq6c6aTuwIIYRtpZj_g2GHPI","Juice shop"
"Metry Diner","4.5","68","3804 Veterans Blvd","Metairie","Louisiana","US",,"(504) 354-1231","American restaurant","Breakfast restaurant","Chicken wings restaurant","Diner","Hamburger restaurant","Po’ boys restaurant",,,,,"https://www.google.com/maps/search/?api=1&query=Metry%20Diner&query_place_id=ChIJAww_pw-xIIYRbvwqIfsUCrg","American restaurant"
"Starbucks Coffee Company","4.1","526","3054 N Causeway Blvd","Metairie","Louisiana","US","https://www.starbucks.com/store-locator/store/1016591/","(504) 239-8713","Coffee shop","Breakfast restaurant","Cafe","Coffee store","Espresso bar","Internet cafe",,,,,"https://www.google.com/maps/search/?api=1&query=Starbucks%20Coffee%20Company&query_place_id=ChIJE_i-jSWwIIYRl0vZyAvsQio","Coffee shop"
"Ideal Market #9","4","785","4421 Airline Dr","Metairie","Louisiana","US","http://www.idealmarket.com/","+1 504-309-9214","Restaurant","Bakery","Butcher shop","Cell phone store","Grocery store","Latin American restaurant","Money transfer service","Phone repair service","Supermarket",,"https://www.google.com/maps/search/?api=1&query=Ideal%20Market%20%239&query_place_id=ChIJr3oxIXiwIIYRFumX-_LsEoo","Restaurant"
"Sandros Trattoria","4.6","465","6601 Veterans Memorial Blvd","Metairie","Louisiana","US","http://sandrostrattoria.com/","(504) 888-7784","Italian restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sandros%20Trattoria&query_place_id=ChIJH6flcM6wIIYRdEpqSTcKOBU","Italian restaurant"
"Taste of Canton","4.5","123","6820 Veterans Memorial Blvd Ste A2","Metairie","Louisiana","US","http://tasteofcantonnola.com/","(504) 885-4033","Chinese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Taste%20of%20Canton&query_place_id=ChIJwThNpi2xIIYREy2isTxzx1I","Chinese restaurant"
"Casa Garcia","4.3","1702","8814 Veterans Memorial Blvd","Metairie","Louisiana","US","https://casagarcianola.com/","(504) 464-0354","Mexican restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Casa%20Garcia&query_place_id=ChIJr7_gYDK3IIYRI8xSSPJ8jgc","Mexican restaurant"
"Louisiana Purchase Kitchen","4.3","1577","8853 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.lapurchasekitchen.com/","(504) 468-3663","Buffet restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Louisiana%20Purchase%20Kitchen&query_place_id=ChIJkS0UwQe6IIYR8fGBEMFQD7A","Buffet restaurant"
"Tacos del Cartel Metairie","4.6","1721","2901 David Dr","Metairie","Louisiana","US","https://tacosdelcartel.com/","(504) 608-4090","Mexican restaurant","Bar & grill","Restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tacos%20del%20Cartel%20Metairie&query_place_id=ChIJ72G4f0-xIIYRKXus_wg2BKo","Mexican restaurant"
"New Orleans Hamburger & Seafood Co.","4.3","1295","6920 Veterans Memorial Blvd","Metairie","Louisiana","US","http://nohsc.com/","(504) 455-1272","Restaurant","Bar","Hamburger restaurant","Seafood restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=New%20Orleans%20Hamburger%20%26%20Seafood%20Co.&query_place_id=ChIJ30MdAjO3IIYRYskb5wyp-Mc","Restaurant"
"Los Catrachos Restaurant","4","985","3020 David Dr STE 4","Metairie","Louisiana","US","https://loscatrachos.devournow.com/","(504) 456-4101","Honduran restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Los%20Catrachos%20Restaurant&query_place_id=ChIJCyf1DsywIIYR6n-16uRO_DY","Honduran restaurant"
"Fuji Sushi Bar","4.5","332","8814 Veterans Memorial Blvd STE 4","Metairie","Louisiana","US",,"(504) 466-1924","Sushi restaurant","Asian restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fuji%20Sushi%20Bar&query_place_id=ChIJr7_gYDK3IIYRnzrA4lxXegQ","Sushi restaurant"
"La Michoacána","4.6","613","2309 David Dr STE D","Metairie","Louisiana","US","https://www.lamichonola.com/","(504) 582-9167","Ice cream shop","Mexican restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=La%20Michoac%C3%A1na&query_place_id=ChIJpw5AcwixIIYRYQPjhgOSweo","Ice cream shop"
"Cajun Persuasion Seafood Market & Poboys","4.2","469","2309 David Dr","Metairie","Louisiana","US",,"(504) 455-4350","Seafood restaurant","Po’ boys restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cajun%20Persuasion%20Seafood%20Market%20%26%20Poboys&query_place_id=ChIJGU4q0MmwIIYRh0JCu4hypPs","Seafood restaurant"
"Red Apple Chinese Restaurant","4.2","104","2309 David Dr","Metairie","Louisiana","US","https://smorefood.com/order-online/red-apple-chinese-restaurant-metairie-70003-bilmcocr?utm_source=gmb&utm_medium=website","(504) 889-9909","Chinese restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Red%20Apple%20Chinese%20Restaurant&query_place_id=ChIJv1x24c6xIIYRJtn_nPykQtU","Chinese restaurant"
"Phở Bằng Restaurant","4.3","526","8814 Veterans Memorial Blvd","Metairie","Louisiana","US","https://phobangnola.com/","(504) 466-8742","Vietnamese restaurant","Pho restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ph%E1%BB%9F%20B%E1%BA%B1ng%20Restaurant&query_place_id=ChIJr7_gYDK3IIYRxqr5OQcMWtE","Vietnamese restaurant"
"Surge Entertainment","4.3","1120","7000 Veterans Memorial Blvd","Metairie","Louisiana","US","http://surgefun.com/locations/metairie","(504) 285-3113","Restaurant","Bowling alley","Amusement center","Sports bar","Video arcade",,,,,,"https://www.google.com/maps/search/?api=1&query=Surge%20Entertainment&query_place_id=ChIJn_JS2c6wIIYRz9VaM_hHXMA","Restaurant"
"Waffle House","4.1","1072","3101 David Dr","Metairie","Louisiana","US","https://locations.wafflehouse.com/metairie-la-2039","(504) 780-3110","Breakfast restaurant","American restaurant","Diner","Family restaurant","Takeout Restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Waffle%20House&query_place_id=ChIJG0J2PMywIIYR9SG0KJEr4XI","Breakfast restaurant"
"PJ's Coffee","4.6","324","2200 David Dr","Metairie","Louisiana","US","https://locations.pjscoffee.com/la/metairie/coffee-shop-la0027.html","(504) 883-3883","Coffee shop","Bakery","Breakfast restaurant","Cafe","Catering food and drink supplier","Coffee roastery","Coffee stand","Coffee store","Pastry shop","Southern restaurant (US)","https://www.google.com/maps/search/?api=1&query=PJ's%20Coffee&query_place_id=ChIJGeBsM7awIIYR4HgDqN74spU","Coffee shop"
"Chuck E. Cheese","4","1047","7008 Veterans Blvd","Metairie","Louisiana","US","https://www.chuckecheese.com/metairie-la","(504) 454-5959","Children's amusement center","Amusement center","Children's party service","Family restaurant","Indoor playground","Pizza delivery","Pizza restaurant","Pizza Takeout","Video arcade",,"https://www.google.com/maps/search/?api=1&query=Chuck%20E.%20Cheese&query_place_id=ChIJUR8gkM6wIIYR2oZC2N6MWaA","Children's amusement center"
"Subway","4.3","59","2309 David Dr Suite A","Metairie","Louisiana","US","https://restaurants.subway.com/united-states/la/metairie/2309-david-dr?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=46781&utm_campaign=evergreen-2020&y_source=1_MTQ5MTE2OTMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D","(504) 454-5868","Sandwich shop","Caterer","Fast food restaurant","Takeout Restaurant","Restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Subway&query_place_id=ChIJjXG1K7awIIYRKxnuHFPB3Pg","Sandwich shop"
"Smoothie King","4.4","236","7215 Veterans Memorial Blvd Ste. C","Metairie","Louisiana","US","https://locations.smoothieking.com/ll/us/la/metairie/7215-veterans-memorial-blvd-ste-c/?utm_source=google&utm_medium=organic&utm_content=SOCi","(504) 457-4456","Juice shop","Açaí shop","Breakfast restaurant","Fast food restaurant","Health food restaurant","Lunch restaurant","Delivery Restaurant","Vitamin & supplements store",,,"https://www.google.com/maps/search/?api=1&query=Smoothie%20King&query_place_id=ChIJAU_x3M2wIIYReXQS0Iqu2GA","Juice shop"
"YummieBox","4.4","14","2205 David Dr","Metairie","Louisiana","US",,,"Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=YummieBox&query_place_id=ChIJFT3sD2SxIIYRK17rqNKeFp8","Restaurant"
"CaliBlue Mexican Grill","5","14","2205 David Dr","Metairie","Louisiana","US",,,"American restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CaliBlue%20Mexican%20Grill&query_place_id=ChIJGTcldgCxIIYRSLeUvfFlhFM","American restaurant"
"Mano's Po-Boys","4.5","818","6943 Saints Dr","Metairie","Louisiana","US","http://manospoboys.com/","(504) 734-0922","Po’ boys restaurant","Breakfast restaurant","Deli","Family restaurant","Takeout Restaurant","Restaurant","Sandwich shop","Seafood restaurant",,,"https://www.google.com/maps/search/?api=1&query=Mano's%20Po-Boys&query_place_id=ChIJvYTMc6SwIIYRFrQDTsdSR94","Po’ boys restaurant"
"Come Back Inn","4.4","1325","8016 W Metairie Ave","Metairie","Louisiana","US",,"(504) 467-9316","Po’ boys restaurant","American restaurant","Seafood restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Come%20Back%20Inn&query_place_id=ChIJsfFgAbKwIIYRNuY8tHTRabE","Po’ boys restaurant"
"Taco Daddy’s","4.6","62","7801 Airline Dr","Metairie","Louisiana","US",,"(504) 470-2417","Mexican restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Taco%20Daddy%E2%80%99s&query_place_id=ChIJp_IIbgCxIIYRvQBQM1iwVf4","Mexican restaurant"
"Viola's Restaurant and Gospel House","4.7","124","7314 Mistletoe St","Metairie","Louisiana","US",,"(504) 738-9571","Soul food restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Viola's%20Restaurant%20and%20Gospel%20House&query_place_id=ChIJQQbbj6iwIIYR4kIes4gDpfg","Soul food restaurant"
"Golden Wings & Asian Cuisine - Now Open","4.2","36","7821 Airline Dr","Metairie","Louisiana","US","http://order.gwacmetairie.com/","(504) 315-2022","Chicken wings restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Golden%20Wings%20%26%20Asian%20Cuisine%20-%20Now%20Open&query_place_id=ChIJy_oIvWSxIIYRGRPH1MsBPS4","Chicken wings restaurant"
"Little Chinese Kitchen","4","205","701 David Dr STE F","Metairie","Louisiana","US","http://www.littlechinesekitchenla.com/","(504) 733-2535","Chinese restaurant","Asian restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Little%20Chinese%20Kitchen&query_place_id=ChIJ2Th9VqSwIIYRUT6-lFidwuU","Chinese restaurant"
"Taziki's Mediterranean Cafe - Old Metairie","4.6","95","701 Metairie Rd","Metairie","Louisiana","US","https://www.tazikis.com/location/old-metairie","(504) 766-5768","Mediterranean restaurant","Caterer","Health food restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Taziki's%20Mediterranean%20Cafe%20-%20Old%20Metairie&query_place_id=ChIJpVAwG32vIIYRXlwSu2F5r-g","Mediterranean restaurant"
"Radosta's Poboy's","4.7","533","249 Aris Ave","Metairie","Louisiana","US","https://www.radostaspoboys.com/","(504) 831-1537","Po’ boys restaurant","Cajun restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Radosta's%20Poboy's&query_place_id=ChIJK-nCE5OvIIYR2BzRt-KJjSM","Po’ boys restaurant"
"Rolls N Bowls","4.5","334","605 Metairie Rd","Metairie","Louisiana","US","http://rollsnbowlsmetairie.com/","(504) 309-0519","Vietnamese restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rolls%20N%20Bowls&query_place_id=ChIJuWYvwZKvIIYR6hr70hZaxWU","Vietnamese restaurant"
"BARCAR","4.4","60","601 Metairie Rd","Metairie","Louisiana","US","https://barcarbar.com/","(504) 264-7783","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BARCAR&query_place_id=ChIJk7WVC9mvIIYRC0fTqrAHBlg","Restaurant"
"Byblos | Old Metairie","4.4","471","1501 Metairie Rd","Metairie","Louisiana","US","https://www.byblosrestaurants.com/menu-old-metairie","(504) 834-9773","Mediterranean restaurant","Bar","Middle Eastern restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Byblos%20%7C%20Old%20Metairie&query_place_id=ChIJHQBE9e-vIIYR3vdiBSVxEiY","Mediterranean restaurant"
"City Greens","4.3","178","600 Metairie Rd Ste E","Metairie","Louisiana","US","http://www.eatcitygreens.com/","(504) 323-2900","Salad shop","Health food restaurant","Juice shop","Soup shop",,,,,,,"https://www.google.com/maps/search/?api=1&query=City%20Greens&query_place_id=ChIJu-X2t5KvIIYRrIktz4LC3Kc","Salad shop"
"Porter & Luke's Restaurant","4.3","690","1517 Metairie Rd","Metairie","Louisiana","US","http://www.porterandlukes.com/","(504) 875-4555","Seafood restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Porter%20%26%20Luke's%20Restaurant&query_place_id=ChIJucWRX-WvIIYRWfZNEiw0qdg","Seafood restaurant"
"Royal Blend Coffee & Tea","4.4","183","204 Metairie Rd","Metairie","Louisiana","US","http://royalblendnola.com/","(504) 835-7779","Restaurant","Coffee shop","Tea house",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Royal%20Blend%20Coffee%20%26%20Tea&query_place_id=ChIJixBlBYyvIIYRxIzS-rRB7ao","Restaurant"
"Taj Mahal Indian Cuisine","4.4","1896","923 Metairie Rd","Metairie","Louisiana","US","http://tajmahalnola.com/","(504) 836-6859","Indian restaurant","Caterer","Restaurant",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Taj%20Mahal%20Indian%20Cuisine&query_place_id=ChIJ_Uom6OyvIIYRQ5GKZJOwAMY","Indian restaurant"
"Giorlando's Restaurant","4.7","838","741 Bonnabel Blvd","Metairie","Louisiana","US","http://giorlandos.com/","(504) 835-8593","Italian restaurant","Restaurant",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Giorlando's%20Restaurant&query_place_id=ChIJlwW_9dyvIIYR64KajWn-fUk","Italian restaurant"
"Desi Vega's Seafood and Prime Steaks","4.6","709","111 Veterans Memorial Blvd Ste 150","Metairie","Louisiana","US","https://www.desivegaseafood.com/","(504) 293-2490","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Desi%20Vega's%20Seafood%20and%20Prime%20Steaks&query_place_id=ChIJUyHwSOivIIYRianu5Oj7Ktk","Restaurant"
"Athena Cafe","4.7","183","1021 Veterans Memorial Blvd suite B","Metairie","Louisiana","US","https://devournow.com/restaurants/athena-cafe-metairie-4202/menu?standalone=","(504) 414-5432","Restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Athena%20Cafe&query_place_id=ChIJ-xpivpKvIIYRNDFlLMLHKtA","Restaurant"
"Dr. Jones Restaurant","4.9","63","1325 Veterans Memorial Blvd","Metairie","Louisiana","US","https://www.drjonesrestaurant.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15560295857712390062","(504) 345-2118","American restaurant","Cajun restaurant","Family restaurant","Lunch restaurant","New American restaurant","Seafood restaurant","Southern restaurant (US)",,,,"https://www.google.com/maps/search/?api=1&query=Dr.%20Jones%20Restaurant&query_place_id=ChIJI9-xjSevIIYRyIezdY02Mug","American restaurant"
"Il Supremo Pizza","4","97","619 Pink St Suite B","Metairie","Louisiana","US","https://www.ilsupremopizza.com/","(504) 533-8756","Pizza restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Il%20Supremo%20Pizza&query_place_id=ChIJA8PJiTKvIIYRdqDyxqUW1hc","Pizza restaurant"
"Old Metairie Olive Oils and Vinegars","5","21","103 Focis St","Metairie","Louisiana","US","https://oldmetairiefoods.com/","(504) 354-1275","Food products supplier","Candle store","Olive oil cooperative","Restaurant",,,,,,,"https://www.google.com/maps/search/?api=1&query=Old%20Metairie%20Olive%20Oils%20and%20Vinegars&query_place_id=ChIJjVqCvSOvIIYR2ph909RKT6c","Food products supplier"
"Doña Mary pupuseria2","4.3","29","701 David Dr","Metairie","Louisiana","US",,"(504) 218-8696","Salvadoran restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Do%C3%B1a%20Mary%20pupuseria2&query_place_id=ChIJCWat_wixIIYRuGAtOoMtlh0","Salvadoran restaurant"
"Comal & Maiz","4","24","701 David Dr Suite G","Metairie","Louisiana","US",,"(504) 354-8172","Latin American restaurant",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Comal%20%26%20Maiz&query_place_id=ChIJVcSn-MSxIIYRiBfwy5g7FcI","Latin American restaurant"
"Rush Bowls","4","26","800 Metairie Rd","Metairie","Louisiana","US","https://rushbowls.com/new-orleans","(504) 571-5102","Health food restaurant","Brunch restaurant","Juice shop","Restaurant","Vegan restaurant",,,,,,"https://www.google.com/maps/search/?api=1&query=Rush%20Bowls&query_place_id=ChIJGaFm6LSvIIYRpZEdxjlzU_w","Health food restaurant"
